鄉鎮市區,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,建築完成年月,交易筆棟數,移轉層次,建物型態,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,主建物面積,附屬建物面積,陽台面積,電梯
松山區,臺北市松山區南京東路五段２３９號十六樓之１３,3.54,都市：其他:聯合開發區(捷)。,1101001,0980331,土地1建物1車位0,十六層,住宅大樓(11層含以上有電梯),44.2,1,1,1,有,有,12600000,285068,,24.03,1.54,3.54,有
信義區,臺北市信義區崇德街３１巷１１弄８號四樓,28.39,商,1101001,0760514,土地2建物1車位0,四層,公寓(5樓含以下無電梯),116.73,3,2,2,有,有,22800000,195323,,90.39,0.0,10.62,無
士林區,臺北市士林區忠義街７１巷１３弄３號三樓,25.41,住,1101003,0700317,土地1建物1車位0,三層,公寓(5樓含以下無電梯),99.34,3,2,2,有,無,18000000,181196,,86.92,0.0,12.42,無
大同區,臺北市大同區承德路一段７０之１號八樓之１,17.22,商,1101004,0791221,土地1建物1車位1,八層,住宅大樓(11層含以上有電梯),213.09,3,1,2,有,有,41500000,201197,坡道機械,174.37,0.0,26.51,有
松山區,臺北市松山區富錦街４６３號三樓,45.0,都市：其他:住宅用地(民生社區特定專用區)。,1101001,0591218,土地1建物1車位0,三層,公寓(5樓含以下無電梯),110.32,4,2,2,有,無,23200000,210297,,110.32,0.0,0.0,無
信義區,臺北市信義區吳興街４８３號二樓,21.24,住,1101005,0780303,土地1建物1車位0,二層,華廈(10層含以下有電梯),123.67999999999999,3,2,2,有,無,24500000,198092,,96.97,4.06,11.38,有
中正區,臺北市中正區濟南路一段１３巷６號三樓之２,10.66,住,1101012,1100323,土地1建物1車位1,三層,華廈(10層含以下有電梯),83.38,1,1,1,有,有,15580000,350859,升降平面,20.85,1.13,2.05,有
北投區,臺北市北投區大業路２８０巷３５弄１８號八樓,16.01,住,1101006,0850517,土地2建物1車位0,八層,華廈(10層含以下有電梯),71.41,2,1,1,有,有,13450000,188349,,46.01,3.48,6.64,有
北投區,臺北市北投區紗帽路１１６之１１號,3.99,都市：其他:陽明山國家公園區(請逕向陽明山國家公園管理處申請)。,1101012,0670114,土地1建物1車位0,一層,華廈(10層含以下有電梯),38.21,1,0,1,有,有,3900000,102068,,30.48,0.0,0.0,有
松山區,臺北市松山區三民路３５巷１號四樓,52.08,住,1101002,0930917,土地1建物1車位1,四層,住宅大樓(11層含以上有電梯),249.31,3,2,2,有,有,47500000,190526,坡道平面,117.04,4.07,11.24,有
內湖區,臺北市內湖區內湖路一段７３７巷３３弄３號四樓,25.83,住,1101011,0700105,土地1建物1車位0,四層,公寓(5樓含以下無電梯),103.76,3,2,1,有,無,17250000,166249,,90.0,0.0,13.76,無
內湖區,臺北市內湖區民權東路六段２１０巷２１弄７號七樓之１,12.88,商,1101008,1081111,土地1建物1車位1,七層,華廈(10層含以下有電梯),95.13,1,1,1,有,有,23580000,247871,塔式車位,41.21,9.77,3.22,有
南港區,臺北市南港區興中路２８巷１０號二十樓,7.13,商,1101002,1011001,土地1建物1車位1,二十層,住宅大樓(11層含以上有電梯),118.32,2,2,1,有,有,24000000,202840,坡道平面,45.21,3.63,5.66,有
信義區,臺北市信義區永吉路２２５巷１０之１號四樓,29.5,住,1101005,1070109,土地1建物1車位0,四層,住宅大樓(11層含以上有電梯),209.33,4,2,2,有,有,53800000,257010,,123.06,5.78,16.5,有
大安區,臺北市大安區和平東路三段４５０號十樓之２,16.08,住,1101004,1090804,土地1建物1車位1,十層,住宅大樓(11層含以上有電梯),136.6,2,1,1,有,無,29500000,288246,坡道平面,51.59,0.0,7.67,有
大安區,臺北市大安區延吉街２５１號五樓,23.84,住,1101015,0701007,土地1建物1車位0,五層,華廈(10層含以下有電梯),135.5,3,2,2,有,無,36000000,265683,,97.29,0.0,24.22,有
士林區,臺北市士林區至誠路一段１３６巷１５號八樓,80.31,住,1101001,1070702,土地2建物1車位2,八層,住宅大樓(11層含以上有電梯),387.11,4,2,2,有,有,95000000,295911,坡道平面,167.9,11.35,18.84,有
內湖區,臺北市內湖區東湖路１１３巷５０號七樓之４,8.88,住,1101004,0850308,土地1建物1車位0,七層,華廈(10層含以下有電梯),36.0,1,1,1,有,有,7300000,202778,,21.44,2.72,3.22,有
中山區,臺北市中山區長春路２４７號五樓之２,5.57,商,1101008,0970104,土地1建物1車位1,五層,住宅大樓(11層含以上有電梯),69.31,2,1,1,有,有,15750000,253867,塔式車位,31.44,0.95,4.4,有
文山區,臺北市文山區保儀路９號十一樓之３,8.24,商,1101011,1020110,土地1建物1車位1,十一層,住宅大樓(11層含以上有電梯),107.42,2,1,1,有,有,17000000,158257,坡道機械,50.04,4.86,4.3,有
信義區,臺北市信義區基隆路一段３５０號六樓之３８,11.64,商,1101014,0621124,土地3建物1車位0,六層,華廈(10層含以下有電梯),48.53,0,0,0,無,有,13500000,278178,,35.76,0.0,0.0,有
中正區,臺北市中正區忠孝西路一段５０號二十二樓之３１,2.53,商,1101006,0790815,土地1建物1車位0,二十二層,住宅大樓(11層含以上有電梯),47.099999999999994,0,1,1,有,有,10300000,218684,,32.23,0.0,0.0,有
萬華區,臺北市萬華區昆明街２００號八樓,5.89,商,1101002,0740419,土地1建物1車位0,八層,華廈(10層含以下有電梯),69.46000000000001,1,1,1,有,有,10000000,143968,,0.0,0.0,0.0,有
士林區,臺北市士林區承德路四段３巷２８號四樓,36.1,住,1101011,0680126,土地1建物1車位0,四層,公寓(5樓含以下無電梯),128.31,3,2,2,有,無,16000000,124698,,109.61,0.0,18.7,無
士林區,臺北市士林區中山北路七段１４巷６１弄５號五樓,28.04,住,1101007,0731121,土地1建物1車位0,五層,公寓(5樓含以下無電梯),105.16,3,2,2,有,有,14850000,141213,,85.85,0.0,10.04,無
南港區,臺北市南港區經貿二路１５７巷７２號九樓,48.34,,1101001,0970612,土地1建物1車位2,九層,住宅大樓(11層含以上有電梯),244.51,4,2,2,有,有,42960000,227728,坡道平面,106.09,1.11,16.3,有
信義區,臺北市信義區基隆路一段９７號八樓之２,3.42,商,1101002,0780302,土地3建物1車位0,八層,住宅大樓(11層含以上有電梯),29.560000000000002,1,1,1,有,有,7000000,236806,,21.57,1.8,0.0,有
大安區,臺北市大安區富陽街１６０巷８號,28.97,住,1101004,0741230,土地1建物1車位0,一層,公寓(5樓含以下無電梯),109.67,3,2,2,有,有,22800000,207896,,87.23,13.91,0.0,無
南港區,臺北市南港區重陽路５９２號三樓,29.64,住,1101008,0960130,土地1建物2車位1,三層,住宅大樓(11層含以上有電梯),148.42000000000002,3,2,2,有,有,30500000,244568,升降平面,70.01,9.47,7.64,有
士林區,臺北市士林區菁山路１０２號二樓,154.08,住,1101006,1050907,土地1建物2車位2,二層,華廈(10層含以下有電梯),408.77,0,0,0,無,有,66020000,187530,坡道平面,176.32,9.63,20.98,有
內湖區,臺北市內湖區民權東路六段４７巷６號四樓,25.08,住,1101012,0721118,土地1建物1車位0,四層,公寓(5樓含以下無電梯),88.80000000000001,3,2,2,有,無,13200000,148649,,77.64,0.0,8.23,無
中山區,臺北市中山區南京東路三段４８巷３６號六樓之１,25.0,住,1101005,0930330,土地1建物1車位1,六層,住宅大樓(11層含以上有電梯),181.9,3,2,2,有,有,57990000,352035,坡道平面,90.44,3.94,11.23,有
萬華區,臺北市萬華區桂林路１０９號三樓之３,11.47,商,1101002,1081008,土地1建物1車位1,三層,住宅大樓(11層含以上有電梯),214.41000000000003,3,2,2,有,有,30490000,175431,坡道平面,86.49,9.94,9.36,有
文山區,臺北市文山區試院路６６之１號五樓,33.57,住,1101007,1060725,土地2建物1車位1,五層,華廈(10層含以下有電梯),95.45,0,1,1,有,有,14900000,156103,坡道機械,46.13,4.15,6.25,有
中正區,臺北市中正區中華路一段９５巷９號三樓,21.87,商,1101006,1050622,土地1建物1車位0,三層,住宅大樓(11層含以上有電梯),251.15999999999997,0,0,0,無,無,66730000,265677,,156.17,3.85,11.44,有
內湖區,臺北市內湖區成功路三段１８７巷３５弄１１號四樓,30.2,住,1101011,0690331,土地1建物1車位0,四層,公寓(5樓含以下無電梯),98.43,3,2,1,有,無,15800000,160520,,84.45,0.0,13.98,無
內湖區,臺北市內湖區文湖街２１巷７９號七樓,43.4,住,1101002,1041015,土地1建物1車位3,七層,住宅大樓(11層含以上有電梯),343.26,3,2,3,有,有,56500000,184262,坡道平面,189.08,6.03,8.07,有
松山區,臺北市松山區敦化南路一段３號十一樓之２,16.17,住,1101010,1100203,土地2建物1車位1,十一層,住宅大樓(11層含以上有電梯),235.65,0,0,0,無,無,102060000,484558,坡道平面,112.93,7.35,12.94,有
松山區,臺北市松山區敦化南路一段３號十四樓之３,16.19,住,1101001,1100203,土地2建物1車位1,十四層,住宅大樓(11層含以上有電梯),238.2,0,0,0,無,無,111480000,529377,坡道平面,112.9,9.77,13.05,有
士林區,臺北市士林區忠誠路二段１３０巷２１之１號五樓,27.96,住,1101012,0741104,土地1建物1車位0,五層,公寓(5樓含以下無電梯),125.16,4,0,4,有,無,21600000,172579,,102.72,0.0,12.75,無
大安區,臺北市大安區仁愛路四段３００巷２６弄３３號四樓之１,16.54,住,1101002,0730411,土地1建物1車位0,四層,華廈(10層含以下有電梯),124.16,3,2,2,有,無,35580000,286566,,95.16,0.0,10.34,有
大同區,臺北市大同區南京西路５７號十五樓之５,8.49,都市：其他:聯合開發區(捷)(依都市計畫說明書圖規定辦理)。,1101001,1080304,土地1建物1車位1,十五層,住宅大樓(11層含以上有電梯),116.8,3,1,2,有,有,44800000,383562,塔式車位,62.49,0.0,7.06,有
中山區,臺北市中山區雙城街３巷１２號十二樓,15.77,商,1101003,1090102,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),201.32999999999998,3,2,2,有,有,46000000,250446,坡道平面,100.63,2.64,10.84,有
士林區,臺北市士林區中山北路七段１４巷５弄１３號九樓,35.7,商,1101012,0971118,土地2建物1車位3,九層,住宅大樓(11層含以上有電梯),297.66,2,2,2,有,有,55000000,184775,坡道平面,110.13,3.66,13.63,有
大安區,臺北市大安區金華街１２２號十樓,73.74,住,1101008,0980505,土地1建物1車位4,十層,住宅大樓(11層含以上有電梯),518.12,5,2,3,有,有,154000000,297228,坡道平面,199.83,10.8,22.44,有
南港區,臺北市南港區東新街１１８巷６７號四樓,20.27,住,1101002,1010314,土地3建物1車位0,四層,住宅大樓(11層含以上有電梯),98.66,3,2,1,有,有,27200000,275694,,64.81,0.0,11.16,有
中山區,臺北市中山區林森北路６５５號八樓,3.67,商,1101025,0930423,土地1建物1車位0,八層,華廈(10層含以下有電梯),30.990000000000002,1,1,1,有,有,6000000,193611,,17.38,0.58,0.0,有
中山區,臺北市中山區民生東路三段６５巷２弄７號二樓,34.09,商,1101016,0581013,土地2建物1車位0,二層,公寓(5樓含以下無電梯),81.85,3,2,1,有,無,15300000,186927,,70.24,0.0,11.61,無
中正區,臺北市中正區牯嶺街１４２號九樓之１,22.21,商,1101002,1090710,土地2建物1車位2,九層,住宅大樓(11層含以上有電梯),288.37,4,2,3,有,有,53550000,185699,坡道平面,132.64,8.63,19.16,有
文山區,臺北市文山區保儀路１０９巷３弄９號三樓,35.0,住,1101004,0661115,土地1建物1車位0,三層,公寓(5樓含以下無電梯),96.76,4,2,1,有,無,10800000,111616,,88.33,0.0,8.43,無
中山區,臺北市中山區南京東路二段１０８號十樓之２２,2.97,商,1101004,0990917,土地3建物1車位0,十層,住宅大樓(11層含以上有電梯),45.230000000000004,1,1,1,有,有,13880000,306876,,25.77,1.26,3.14,有
信義區,臺北市信義區永吉路１８７巷６之１號,27.16,住,1101003,0661223,土地1建物1車位0,一層,公寓(5樓含以下無電梯),87.8,3,2,1,有,無,20400000,232346,,81.24,6.56,0.0,無
信義區,臺北市信義區永吉路１２７巷１１弄６號四樓,12.68,住,1101016,1061130,土地1建物1車位0,四層,華廈(10層含以下有電梯),57.25,1,0,1,有,有,13810000,241223,,23.51,2.13,4.25,有
大安區,臺北市大安區新生南路一段１５７巷１８號六樓,1.0,住,1101019,0701013,土地1建物1車位0,六層,華廈(10層含以下有電梯),5.91,2,1,1,有,無,1460000,246622,,4.66,0.0,1.07,有
大安區,臺北市大安區忠孝東路三段２５１巷１０弄２之２號,38.5,住,1101022,0530220,土地1建物1車位0,三層,公寓(5樓含以下無電梯),98.19,4,0,4,有,無,25000000,254608,,86.19,0.0,12.0,無
北投區,臺北市北投區稻香路１６６號四樓,83.5,住,1101016,1060815,土地1建物1車位2,四層,華廈(10層含以下有電梯),321.53999999999996,4,2,3,有,有,38000000,129149,坡道平面,154.15,6.67,22.49,有
南港區,臺北市南港區南港路二段３８巷１８號三樓,37.41,住,1101009,0980326,土地1建物1車位2,三層,住宅大樓(11層含以上有電梯),233.43,4,2,2,有,有,54800000,275673,坡道機械,119.45,2.6,10.36,有
內湖區,臺北市內湖區安泰街１１４巷３６號六樓,30.47,住,1101011,1021128,土地1建物1車位1,六層,華廈(10層含以下有電梯),176.39,3,2,2,有,有,24050000,136346,坡道平面,76.28,7.02,7.28,有
中正區,臺北市中正區水源路７７號九樓之１,11.51,商,1101007,1080415,土地1建物1車位1,九層,住宅大樓(11層含以上有電梯),148.79999999999998,3,2,2,有,有,41582000,296472,升降機械,70.1,7.14,8.08,有
文山區,臺北市文山區恆光街２２巷１１號,42.86,住,1101020,0810114,土地1建物1車位0,一層,華廈(10層含以下有電梯),156.09,4,2,2,有,無,22000000,140944,,54.82,63.78,0.0,有
士林區,臺北市士林區重慶北路四段２４３號十一樓,8.74,住,1101009,1000131,土地1建物1車位0,十一層,住宅大樓(11層含以上有電梯),64.71000000000001,1,1,1,有,有,11300000,174625,,39.22,2.39,6.23,有
南港區,臺北市南港區園區街８號六樓之２,15.0,住,1101003,0980611,土地1建物1車位1,六層,住宅大樓(11層含以上有電梯),101.86,2,2,1,有,有,24650000,241999,坡道機械,48.2,5.13,5.24,有
中山區,臺北市中山區中山北路一段８３巷３６號五樓之２,7.91,商,1101003,0970314,土地2建物1車位0,五層,住宅大樓(11層含以上有電梯),63.900000000000006,1,1,1,有,有,14688888,229873,,37.25,0.46,5.42,有
內湖區,臺北市內湖區陽光街６８巷１５２弄６號二樓,29.02,住,1101012,0970516,土地1建物1車位2,二層,華廈(10層含以下有電梯),175.42000000000002,3,2,2,有,有,28500000,162467,升降機械,76.36,5.43,9.91,有
內湖區,臺北市內湖區金龍路２２２巷１６號十一樓之５,11.87,住,1101004,0821213,土地1建物1車位0,十一層,住宅大樓(11層含以上有電梯),37.39,1,1,1,有,有,8150000,217973,,28.41,0.0,2.48,有
中山區,臺北市中山區建國北路一段１５０號十二樓之８,10.53,住,1101004,0990318,土地1建物2車位0,十二層,住宅大樓(11層含以上有電梯),81.63,1,2,1,有,有,23000000,281759,,43.48,6.01,4.19,有
萬華區,臺北市萬華區西藏路１３７號四樓,0.08,商,1101015,0640508,土地1建物1車位0,四層,公寓(5樓含以下無電梯),22.86,2,1,1,有,無,1800000,78740,,22.86,0.0,0.0,無
萬華區,臺北市萬華區國興路４號五樓,12.4,住,1101005,0680403,土地1建物1車位0,五層,住宅大樓(11層含以上有電梯),46.08,2,1,1,有,有,6850000,148655,,38.94,0.0,7.14,有
士林區,臺北市士林區重慶北路四段４９巷５５號五樓,13.11,商,1101013,1100127,土地1建物1車位1,五層,華廈(10層含以下有電梯),90.44,2,1,1,有,有,14300000,172342,其他,36.6,5.46,3.67,有
萬華區,臺北市萬華區萬大路１７９號五樓,2.53,商,1101028,0640508,土地2建物1車位0,五層,公寓(5樓含以下無電梯),7.84,2,1,1,有,無,980000,125000,,7.84,0.0,0.0,無
中山區,臺北市中山區復興北路２１４號七樓之３,22.52,住,1101014,0750314,土地1建物1車位0,七層,住宅大樓(11層含以上有電梯),110.89999999999999,3,2,2,有,有,24500000,220920,,83.58,0.99,6.25,有
內湖區,臺北市內湖區金湖路３４７巷１２１弄１１號三樓,111.29,住,1101012,0941219,土地1建物1車位2,三層,華廈(10層含以下有電梯),269.97,3,2,2,有,有,47000000,174093,坡道平面,129.54,2.49,12.76,有
大安區,臺北市大安區安和路二段２１７巷１３號二樓,48.0,住,1101012,0610717,土地1建物1車位0,二層,公寓(5樓含以下無電梯),141.2,4,2,2,有,無,34500000,244334,,122.76,0.0,18.44,無
